State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
CA,6,41250,Walnut Creek Elementary School District,"51,759","3,579",176
CA,6,41280,Walnut Valley Unified School District,"58,654","9,329","1,050"
CA,6,42,Warner Unified School District,"2,481",259,82
CA,6,41400,Wasco Union Elementary School District,"27,978","3,806","1,340"
CA,6,41430,Wasco Union High School District,"31,840","2,027",542
CA,6,41460,Washington Colony Elementary School District,"3,030",384,116
CA,6,1415,Washington Unified School District,"19,275","2,851",942
CA,6,41580,Washington Unified School District,"53,152","9,111","1,677"
CA,6,41610,Washington Union Elementary School District,"7,305",589,42
CA,6,63,Waterford Unified School District,"10,244","2,278",494
CA,6,41790,Waugh Elementary School District,"6,583",684,61
CA,6,41820,Waukena Joint Union Elementary School District,"1,030",184,63
CA,6,41880,Weaver Union Elementary School District,"13,554","2,386",961
CA,6,41980,Weed Union Elementary School District,"3,950",402,110
CA,6,32550,West Contra Costa Unified School District,"257,928","40,319","5,721"
CA,6,42000,West Covina Unified School District,"60,241","10,170","1,368"
CA,6,42060,West Park Elementary School District,"1,933",295,85
CA,6,42270,West Side Union Elementary School District,"1,009",53,4
CA,6,2670,West Sonoma County Union High School District,"49,457","2,215",182
CA,6,42140,Western Placer Unified School District,"55,354","8,461",661
CA,6,42150,Westminster School District,"88,887","9,857","2,448"
CA,6,42180,Westmorland Union Elementary School District,"2,730",416,138
CA,6,42210,Westside Elementary School District,"1,409",265,69
CA,6,42120,Westside Union Elementary School District,"74,234","8,316",912
CA,6,42300,Westwood Unified School District,"1,627",253,49
CA,6,42330,Wheatland Elementary School District,"7,707","1,040",142
CA,6,42350,Wheatland Union High School District,"14,213",797,67
CA,6,42420,Whitmore Union Elementary School District,737,61,18
CA,6,42450,Whittier City Elementary School District,"69,883","7,631","1,143"
CA,6,42480,Whittier Union High School District,"225,755","13,401","1,590"
CA,6,42510,William S. Hart Union High School District,"276,559","24,518","1,851"
CA,6,42540,Williams Unified School District,"6,075","1,284",190
CA,6,42560,Willits Unified School District,"13,004","2,107",408
CA,6,42600,Willow Creek Elementary School District,635,36,8
CA,6,42630,Willow Grove Union Elementary School District,289,19,2
CA,6,42710,Willows Unified School District,"9,435","1,784",285
CA,6,42750,Wilmar Union Elementary School District,"3,402",240,34
CA,6,42810,Wilsona Elementary School District,"10,505","1,492",426
CA,6,34,Windsor Unified School District,"29,847","5,682",324
CA,6,42900,Winship Robbins Elementary School District,616,71,11
CA,6,42930,Winters Joint Unified School District,"9,636","1,751",162
CA,6,42960,Winton School District,"11,013","1,828",588
CA,6,1428,Wiseburn Unified School District,"12,929","1,864",182
CA,6,1418,Woodlake Unified School District,"13,252","2,561",885
CA,6,43080,Woodland Joint Unified School District,"66,978","12,184","1,719"
CA,6,43140,Woodside Elementary School District,"3,384",471,14
CA,6,43170,Woodville Elementary School District,"2,816",525,233
CA,6,43200,Wright Elementary School District,"17,715","1,562",214
CA,6,160,Yosemite Unified School District,"24,893","2,357",465
CA,6,43380,Yreka Union Elementary School District,"9,707","1,021",284
CA,6,43410,Yreka Union High School District,"17,369",825,141
CA,6,43470,Yuba City Unified School District,"75,063","14,343","2,626"
CA,6,43560,Yucaipa-Calimesa Joint Unified School District,"62,637","10,879","1,510"
