Table with column headers in row 3,,,,,,
"2017 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2018",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
OH,39,04490,Toledo City School District,"226,994","36,993","12,840"
OH,39,04491,Toronto City School District,"5,391",749,195
OH,39,04926,Tri-County North Local School District,"5,799","1,037",127
OH,39,04887,Tri-Valley Local School District,"16,633","3,172",519
OH,39,04668,Tri-Village Local School District,"4,257",806,103
OH,39,04620,Triad Local School District,"5,246",977,132
OH,39,04592,Trimble Local School District,"4,760",808,254
OH,39,05059,Triway Local School District,"13,029","2,231",402
OH,39,04869,Trotwood-Madison City School District,"20,682","3,484","1,221"
OH,39,04492,Troy City School District,"31,302","5,351",601
OH,39,05030,Tuscarawas Valley Local School District,"10,078","1,699",164
OH,39,04995,Tuslaw Local School District,"8,836","1,514",165
OH,39,04900,Twin Valley Community Local School District,"5,535",995,129
OH,39,05007,Twinsburg City School District,"24,427","4,358",357
OH,39,04601,Union Local School District,"8,840","1,394",150
OH,39,04953,Union-Scioto Local School District,"16,164","1,978",370
OH,39,04645,United Local School District,"7,372","1,236",199
OH,39,04493,Upper Arlington City School District,"37,841","6,951",271
OH,39,10024,Upper Sandusky Exempted Village School District,"11,406","1,853",201
OH,39,04752,Upper Scioto Valley Local School District,"4,147",738,154
OH,39,04494,Urbana City School District,"14,864","2,258",441
OH,39,04964,Valley Local School District,"6,411",895,190
OH,39,04874,Valley View Local School District,"10,635","2,014",213
OH,39,10001,Van Buren Local School District,"6,526","1,007",54
OH,39,10023,Van Wert City School District,"13,665","2,148",327
OH,39,04495,Vandalia-Butler City School District,"23,756","3,718",385
OH,39,04747,Vanlue Local School District,"1,558",258,23
OH,39,04682,Vermilion Local School District,"14,360","2,196",287
OH,39,04563,Versailles Exempted Village School District,"6,213","1,299",72
OH,39,05039,Vinton County Local School District,"13,046","2,199",561
OH,39,10029,Wadsworth City School District,"28,106","4,844",322
OH,39,04690,Walnut Township Local School District,"4,648",674,88
OH,39,04498,Wapakoneta City School District,"19,138","3,196",383
OH,39,04499,Warren City School District,"35,538","5,817","2,308"
OH,39,10018,Warren Local School District,"14,042","2,396",312
OH,39,04500,Warrensville Heights City School District,"15,324","2,410",855
OH,39,10011,Washington Court House City School District,"13,718","2,412",575
OH,39,04823,Washington Local School District,"46,233","7,085","1,458"
OH,39,04965,Washington-Nile Local School District,"7,583","1,300",360
OH,39,04924,Waterloo Local School District,"8,183","1,348",143
OH,39,04564,Wauseon Exempted Village School District,"10,272","1,900",182
OH,39,04914,Waverly City School District,"11,591","1,931",441
OH,39,05046,Wayne Local School District,"9,235","1,575",61
OH,39,04903,Wayne Trace Local School District,"5,422",983,142
OH,39,04597,Waynesfield-Goshen Local School District,"2,878",567,62
OH,39,05025,Weathersfield Local School District,"5,324",741,139
OH,39,04565,Wellington Exempted Village School District,"8,942","1,472",163
OH,39,04502,Wellston City School District,"9,054","1,553",431
OH,39,04503,Wellsville Local School District,"4,730",765,240
OH,39,04838,West Branch Local School District,"12,569","2,048",362
OH,39,04505,West Carrollton City School District,"27,414","4,025",808
OH,39,04635,West Clermont Local School District,"70,638","11,101","1,245"
OH,39,04722,West Geauga Local School District,"15,995","2,469",86
OH,39,04769,West Holmes Local School District,"19,005","3,772",607
OH,39,04621,West Liberty-Salem Local School District,"5,854","1,111",89
OH,39,04888,West Muskingum Local School District,"13,348","1,851",278
OH,39,04606,Western Brown Local School District,"16,998","3,115",620
OH,39,04915,Western Local School District,"4,597",941,288
OH,39,04774,Western Reserve Local School District,"6,598","1,211",184
OH,39,04839,Western Reserve Local School District,"4,003",590,52
OH,39,04504,Westerville City School District,"103,608","18,965","2,202"
OH,39,04910,Westfall Local School District,"8,985","1,595",252
OH,39,04506,Westlake City School District,"31,921","4,881",389
OH,39,04966,Wheelersburg Local School District,"8,177","1,318",292
OH,39,04507,Whitehall City School District,"20,137","3,472","1,045"
OH,39,04508,Wickliffe City School District,"12,760","1,749",240
OH,39,04509,Willard City School District,"10,844","1,847",469
OH,39,04636,Williamsburg Local School District,"6,609","1,123",231
OH,39,04510,Willoughby-Eastlake City School District,"65,437","8,756",988
OH,39,04511,Wilmington City School District,"20,772","3,402",613
OH,39,04566,Windham Exempted Village School District,"4,099",703,133
OH,39,04408,Winton Woods City School District,"26,957","4,874","1,160"
OH,39,05051,Wolf Creek Local School District,"3,398",622,71
OH,39,04957,Woodmore Local School District,"6,522","1,097",83
OH,39,04997,Woodridge Local School District,"17,744","2,425",322
OH,39,10032,Wooster City School District,"29,763","4,184",699
OH,39,04513,Worthington City School District,"66,084","11,199",851
OH,39,04652,Wynford Local School District,"6,192","1,047",214
OH,39,04514,Wyoming City School District,"8,461","2,034",149
OH,39,04515,Xenia Community City School District,"37,812","5,645","1,017"
OH,39,04567,Yellow Springs Exempted Village School District,"4,312",652,64
OH,39,04516,Youngstown City School District,"66,389","9,884","4,689"
OH,39,04954,Zane Trace Local School District,"9,235","1,594",195
OH,39,04517,Zanesville City School District,"26,953","4,415","1,280"
OK,40,02370,Achille Public Schools,"2,833",496,98
OK,40,02430,Ada Public Schools,"15,674","2,400",578
OK,40,02460,Adair Public Schools,"5,047",852,119
OK,40,02520,Afton Public Schools,"2,822",503,158
OK,40,02550,Agra Public Schools,"1,545",321,83
OK,40,02580,Albion Public School,547,77,21
OK,40,02670,Alex Public Schools,"1,668",298,41
OK,40,02720,Aline-Cleo Public Schools,"1,116",191,24
OK,40,02760,Allen Public Schools,"2,306",441,118
OK,40,02790,Allen-Bowden Public School,"2,826",403,101
OK,40,02850,Altus Public Schools,"19,852","3,488",796
OK,40,02880,Alva Public Schools,"7,516",995,174
OK,40,02910,Amber-Pocasset Public Schools,"1,925",366,56
OK,40,03000,Anadarko Public Schools,"8,929","1,890",593
OK,40,03010,Anderson Public School,"2,668",408,47
OK,40,03060,Antlers Public Schools,"5,553",937,300
OK,40,03120,Arapaho Public Schools,"1,974",322,36
OK,40,03180,Ardmore Public Schools,"19,348","3,411",941
OK,40,03210,Arkoma Public Schools,"2,052",326,127
OK,40,03240,Arnett Public Schools,946,164,15
OK,40,03300,Asher Public Schools,"1,170",238,42
OK,40,03360,Atoka Public Schools,"4,368",774,198
OK,40,03450,Avant Public School,"1,420",256,40
OK,40,03510,Balko Public Schools,679,137,16
OK,40,03540,Banner Public School,"2,093",468,34
OK,40,03570,Barnsdall Public Schools,"2,476",456,73
OK,40,03630,Bartlesville Public Schools,"38,966","6,821","1,157"
OK,40,03660,Battiest Public Schools,"1,378",239,86
OK,40,03690,Bearden Public School,531,94,22
OK,40,03750,Beaver Public Schools,"1,769",362,49
OK,40,03810,Beggs Public Schools,"5,323","1,116",229
OK,40,03840,Belfonte Public School,"1,030",179,58
OK,40,03930,Bennington Public Schools,"1,588",297,66
OK,40,04020,Berryhill Public Schools,"4,194",891,80
OK,40,04110,Bethany Public Schools,"4,103",653,124
OK,40,04230,Bethel Public Schools,"5,288","1,040",106
OK,40,04350,Big Pasture Public Schools,"1,112",170,17
OK,40,04360,Billings Public Schools,796,98,22
OK,40,33603,Binger-Oney Public Schools,"2,105",372,56
OK,40,04470,Bishop Public School,"2,462",441,98
OK,40,04500,Bixby Public Schools,"29,168","5,959",367
OK,40,04630,Blackwell Public Schools,"7,490","1,418",339
OK,40,04650,Blair Public Schools,"1,733",302,68
OK,40,04680,Blanchard Public Schools,"9,279","1,863",221
OK,40,04830,Bluejacket Public Schools,"1,460",277,84
OK,40,04860,Boise City Public Schools,"1,452",252,73
OK,40,04950,Bokoshe Public Schools,"1,408",270,78
OK,40,05010,Boone-Apache Public Schools,"2,884",549,124
OK,40,05040,Boswell Public Schools,"1,883",302,119
OK,40,05130,Bowlegs Public Schools,"1,458",247,52
OK,40,05160,Bowring Public School,634,101,23
OK,40,05280,Braggs Public Schools,"1,028",158,53
OK,40,05340,Bray-Doyle Public Schools,"2,302",413,100
OK,40,05400,Bridge Creek Public Schools,"8,139","1,664",148
OK,40,05430,Briggs Public School,"2,781",493,134
OK,40,05460,Bristow Public Schools,"8,996","1,641",426
OK,40,05490,Broken Arrow Public Schools,"105,413","20,124","1,958"
OK,40,05520,Broken Bow Public Schools,"7,118","1,357",438
OK,40,05580,Brushy Public School,"1,423",274,71
OK,40,05760,Buffalo Public Schools,"1,751",329,41
OK,40,05820,Buffalo Valley Public Schools,"1,234",203,50
OK,40,05910,Burlington Public Schools,636,133,16
OK,40,00014,Burns Flat-Dill City Schools,"3,034",609,119
OK,40,06000,Butner Public Schools,"1,835",317,86
OK,40,06060,Byng Public Schools,"8,715","1,625",202
OK,40,06120,Cache Public Schools,"7,713","1,608",195
OK,40,06150,Caddo Public Schools,"2,448",519,83
OK,40,06180,Calera Public Schools,"4,237",809,145
OK,40,06240,Calumet Public Schools,"1,210",228,37
OK,40,06270,Calvin Public Schools,"1,220",217,61
OK,40,06330,Cameron Public Schools,"2,200",405,109
OK,40,06390,Canadian Public Schools,"4,104",524,129
OK,40,06420,Caney Public Schools,"1,532",259,88
OK,40,25470,Caney Valley Public Schools,"5,419",994,153
OK,40,06480,Canton Public Schools,"1,757",370,81
OK,40,06510,Canute Public Schools,"1,371",267,58
OK,40,06630,Carnegie Public Schools,"2,747",481,203
OK,40,06690,Carney Public Schools,"1,273",226,79
OK,40,06810,Cashion Public Schools,"2,623",616,85
OK,40,06870,Catoosa Public Schools,"11,946","2,140",349
OK,40,06930,Cave Springs Public Schools,663,134,35
OK,40,06960,Cement Public Schools,"1,503",285,55
OK,40,07170,Central High Public Schools,"1,983",369,50
OK,40,07140,Central Public Schools,"2,006",335,84
OK,40,07290,Chandler Public Schools,"6,412","1,154",245
OK,40,07320,Chattanooga Public Schools,"1,288",258,54
OK,40,07350,Checotah Public Schools,"10,084","1,522",446
OK,40,07380,Chelsea Public Schools,"6,955","1,201",258
OK,40,07410,Cherokee Public Schools,"1,865",327,80
OK,40,07500,Cheyenne Public Schools,"1,698",340,68
OK,40,07560,Chickasha Public Schools,"17,304","2,664",584
OK,40,21780,Chisholm Public Schools,"4,560",861,105
OK,40,07620,Choctaw/Nicoma Park Schools,"30,764","5,979",562
OK,40,07670,Chouteau-Mazie Public Schools,"5,436",902,269
OK,40,07710,Cimarron Public Schools,"1,832",375,53
OK,40,07740,Claremore Public Schools,"23,719","3,853",536
OK,40,07800,Clayton Public Schools,"1,577",258,62
OK,40,08010,Cleora Public School,"2,261",243,70
OK,40,08040,Cleveland Public Schools,"9,185","1,670",409
OK,40,08070,Clinton Public Schools,"10,722","2,262",447
OK,40,08130,Coalgate Public Schools,"4,308",759,212
OK,40,08220,Colbert Public Schools,"5,212",875,170
OK,40,08250,Colcord Public Schools,"3,139",572,172
OK,40,08310,Coleman Public Schools,995,171,32
OK,40,08370,Collinsville Public Schools,"12,905","2,558",259
OK,40,08460,Comanche Public Schools,"5,316",917,151
OK,40,08490,Commerce Public Schools,"4,017",755,242
OK,40,08610,Copan Public Schools,"2,086",320,48
OK,40,08640,Cordell Public Schools,"4,475",767,189
OK,40,08730,Cottonwood Public School,404,55,22
OK,40,08790,Covington-Douglas Schools,"1,606",302,64
OK,40,08850,Coweta Public Schools,"17,313","3,339",353
OK,40,08940,Coyle Public Schools,"4,440",467,57
OK,40,09000,Crescent Public Schools,"3,916",656,122
OK,40,09060,Crooked Oak Public Schools,"3,125",704,256
OK,40,09090,Crowder Public Schools,"2,731",438,55
OK,40,09150,Crutcho Public School,"2,447",489,161
OK,40,09240,Cushing Public Schools,"10,600","1,894",329
OK,40,09300,Cyril Public Schools,"1,792",331,64
OK,40,09360,Dahlonegah Public School,668,135,44
OK,40,09390,Dale Public Schools,"3,200",608,72
OK,40,09420,Darlington Public School,701,106,7
OK,40,09450,Davenport Public Schools,"1,744",321,50
OK,40,09480,Davidson Public Schools,423,42,8
OK,40,09510,Davis Public Schools,"5,032",899,150
OK,40,09570,Deer Creek Public Schools,"20,902","5,097",280
OK,40,17020,Deer Creek-Lamont Schools,976,217,49
OK,40,09720,Denison Public School,"1,450",234,80
OK,40,09750,Depew Public Schools,"2,170",420,85
OK,40,09780,Dewar Public Schools,"1,457",297,63
OK,40,09810,Dewey Public Schools,"5,545","1,003",198
OK,40,09870,Dibble Public Schools,"4,222",847,120
OK,40,09910,Dickson Public Schools,"5,316",907,151
OK,40,10050,Dover Public Schools,"1,134",245,40
OK,40,10170,Drummond Public Schools,"1,261",280,45
OK,40,10200,Drumright Public Schools,"3,700",648,135
OK,40,10260,Duke Public Schools,631,126,21
OK,40,10290,Duncan Public Schools,"22,771","3,851",786
OK,40,10350,Durant Public Schools,"19,049","2,916",735
OK,40,10440,Eagletown Public Schools,"1,105",196,59
OK,40,10500,Earlsboro Public Schools,"1,423",274,35
OK,40,10590,Edmond Public Schools,"145,213","27,214","2,170"
OK,40,10650,El Reno Public Schools,"18,997","3,075",530
OK,40,10710,Elgin Public Schools,"7,500","1,422",171
OK,40,10740,Elk City Public Schools,"11,358","2,104",400
OK,40,10860,Elmore City-Pernell Schools,"3,161",592,158
OK,40,10890,Empire Public Schools,"2,098",377,69
OK,40,10920,Enid Public Schools,"45,613","8,378","1,718"
OK,40,11040,Erick Public Schools,"1,433",248,112
OK,40,11160,Eufaula Public Schools,"7,374",984,298
OK,40,11250,Fairland Public Schools,"3,062",558,122
OK,40,11280,Fairview Public Schools,"3,769",657,126
OK,40,11400,Fanshawe Public School,775,129,25
OK,40,11430,Fargo Public Schools,"1,575",285,52
OK,40,11580,Felt Public Schools,263,53,18
OK,40,11700,Fletcher Public Schools,"2,622",444,93
OK,40,11760,Flower Mound Public School,821,153,14
OK,40,11850,Forest Grove Public School,"1,029",198,48
OK,40,11880,Forgan Public Schools,740,177,39
OK,40,33602,Fort Cobb-Broxton Schools,"1,818",353,75
OK,40,11970,Fort Gibson Public Schools,"7,150","1,507",490
OK,40,12000,Fort Supply Public Schools,"1,702",123,30
OK,40,12300,Fort Towson Public Schools,"1,939",334,105
OK,40,12060,Fox Public Schools,"1,670",298,64
OK,40,12090,Foyil Public Schools,"3,320",623,116
OK,40,12150,Frederick Public Schools,"4,639",789,235
OK,40,12180,Freedom Public Schools,536,90,17
OK,40,12210,Friend Public School,"1,179",207,24
OK,40,12240,Frink-Chambers Public School,"1,648",267,26
OK,40,00020,Frontier Public Schools,"1,368",287,61
OK,40,12390,Gans Public Schools,"1,599",299,71
OK,40,12420,Garber Public Schools,"1,817",361,41
OK,40,12570,Geary Public Schools,"1,848",427,143
OK,40,12630,Geronimo Public Schools,"4,396",351,44
OK,40,12690,Glencoe Public Schools,"2,198",436,73
OK,40,12720,Glenpool Public Schools,"12,065","2,625",312
OK,40,12750,Glover Public School,708,122,43
OK,40,12870,Goodwell Public Schools,"1,559",177,40
OK,40,12900,Gore Public Schools,"3,047",430,93
OK,40,13080,Gracemont Public Schools,973,182,36
OK,40,00782,Graham-Dustin Public Schools,"1,310",235,93
OK,40,13230,Grand View Public School,"4,430",786,225
OK,40,13200,Grandfield Public Schools,"1,175",201,83
OK,40,13260,Grandview Public School,729,138,21
OK,40,13290,Granite Public Schools,"2,394",265,56
OK,40,13320,Grant Public School,"1,271",217,79
OK,40,21870,Greasy Public School,976,169,64
OK,40,13380,Greenville Public School,"1,073",190,30
OK,40,13500,Grove Public School,"3,914",630,60
OK,40,13530,Grove Public Schools,"17,719","2,274",517
OK,40,13560,Guthrie Public Schools,"25,434","4,203",719
OK,40,13590,Guymon Public Schools,"12,839","2,584",555
OK,40,13600,Gypsy Public School,763,139,25
OK,40,13620,Haileyville Public Schools,"2,499",437,104
OK,40,13650,Hammon Public Schools,"1,151",213,65
OK,40,13680,Hanna Public Schools,511,104,28
OK,40,13740,Hardesty Public Schools,391,77,21
OK,40,13830,Harmony Public School,"1,766",332,54
OK,40,13890,Harrah Public Schools,"12,119","2,367",337
OK,40,13920,Hartshorne Public Schools,"3,848",709,131
OK,40,13950,Haskell Public Schools,"6,764",966,281
OK,40,14080,Haworth Public Schools,"2,700",491,135
OK,40,14100,Haywood Public School,"1,240",239,52
OK,40,14130,Healdton Public Schools,"3,547",621,134
OK,40,14160,Heavener Public Schools,"5,768","1,021",360
OK,40,14340,Hennessey Public Schools,"4,023",829,103
OK,40,14370,Henryetta Public Schools,"7,072","1,277",269
OK,40,14520,Hilldale Public Schools,"6,430","1,346",286
OK,40,14610,Hinton Public Schools,"5,000",655,76
OK,40,14700,Hobart Public Schools,"3,947",708,267
OK,40,14730,Hodgen Public School,991,172,50
OK,40,14790,Holdenville Public Schools,"7,064","1,012",293
OK,40,14850,Hollis Public Schools,"2,661",492,160
OK,40,14890,Holly Creek Public School,"1,418",316,93
OK,40,14970,Hominy Public Schools,"4,531",611,149
OK,40,15090,Hooker Public Schools,"2,558",534,99
OK,40,15120,Howe Public Schools,"1,789",322,75
OK,40,15210,Hugo Public Schools,"7,594","1,354",534
OK,40,15240,Hulbert Public Schools,"3,362",568,109
OK,40,00032,Hydro-Eakly Public Schools,"2,214",437,97
OK,40,15370,Idabel Public Schools,"7,480","1,311",493
OK,40,15420,Indiahoma Public Schools,"1,407",209,45
OK,40,15450,Indianola Public Schools,"1,701",307,64
OK,40,15480,Inola Public Schools,"6,754","1,217",168
OK,40,15690,Jay Public Schools,"10,290","1,756",526
OK,40,15720,Jenks Public Schools,"69,414","12,625","1,277"
OK,40,15750,Jennings Public School,"1,014",197,57
OK,40,15840,Jones Public Schools,"6,433","1,281",185
OK,40,15900,Justice Public School,305,46,9
OK,40,15930,Justus-Tiawah Public School,"3,835",720,56
OK,40,15990,Kansas Public Schools,"4,117",815,218
OK,40,16170,Kellyville Public Schools,"6,571","1,307",263
OK,40,16320,Kenwood Public School,568,102,24
OK,40,16350,Keota Public Schools,"2,705",477,129
OK,40,16380,Ketchum Public Schools,"3,847",512,106
OK,40,16410,Keyes Public Schools,426,77,11
OK,40,16440,Keys Public Schools,"4,712",714,145
OK,40,16470,Keystone Public School,"3,593",664,141
OK,40,16500,Kiefer Public Schools,"2,761",471,80
OK,40,16530,Kildare Public School,"1,219",227,25
OK,40,16560,Kingfisher Public Schools,"6,895","1,334",176
OK,40,16590,Kingston Public Schools,"7,484","1,071",257
OK,40,16620,Kinta Public Schools,"1,351",250,57
OK,40,16650,Kiowa Public Schools,"1,724",278,86
OK,40,16710,Konawa Public Schools,"3,495",649,211
OK,40,16720,Krebs Public School,"2,876",480,87
OK,40,16740,Kremlin-Hillsdale Schools,"1,366",279,15
OK,40,17040,Lane Public School,"2,687",341,61
OK,40,17190,Latta Public Schools,"3,399",681,129
OK,40,17220,Laverne Public Schools,"2,438",479,98
OK,40,17250,Lawton Public Schools,"90,700","14,931","3,681"
OK,40,17280,LeFlore Public Schools,"1,645",275,63
OK,40,17310,Leach Public School,887,198,33
OK,40,17370,Leedey Public Schools,"1,009",202,26
OK,40,17580,Lexington Public Schools,"9,001","1,172",154
OK,40,17700,Liberty Public School,"2,416",441,123
OK,40,17760,Liberty Public Schools,"3,223",593,83
OK,40,17850,Lindsay Public Schools,"5,894","1,059",183
OK,40,17880,Little Axe Public Schools,"6,805","1,300",229
OK,40,18000,Locust Grove Public Schools,"7,471","1,468",320
OK,40,22950,Lomega Public Schools,730,153,12
OK,40,18090,Lone Grove Public Schools,"6,548","1,339",254
OK,40,18240,Lone Star Public School,"4,315",863,229
OK,40,18270,Lone Wolf Public Schools,781,102,26
OK,40,18390,Lookeba-Sickles Public Schools,855,150,26
OK,40,18480,Lowrey Public School,"1,126",182,49
OK,40,18570,Lukfata Public School,"1,250",236,56
OK,40,18630,Luther Public Schools,"5,782","1,112",149
OK,40,18660,Macomb Public Schools,"2,013",389,82
OK,40,18700,Madill Public Schools,"8,950","1,740",338
OK,40,18780,Mangum Public Schools,"3,355",584,189
OK,40,18840,Mannford Public Schools,"7,724","1,454",281
OK,40,18870,Mannsville Public School,"1,159",217,44
OK,40,18900,Maple Public School,757,122,11
OK,40,18960,Marble City Public School,848,151,50
OK,40,18990,Marietta Public School,"4,642",913,189
OK,40,19080,Marlow Public Schools,"6,957","1,245",238
OK,40,19200,Maryetta Public Schools,"1,248",242,84
OK,40,19260,Mason Public Schools,"1,091",226,44
OK,40,19290,Maud Public Schools,"1,958",366,72
OK,40,19380,Maysville Public Schools,"2,398",422,95
OK,40,19440,McAlester Public Schools,"17,521","2,737",680
OK,40,19500,McCord Public School,"1,910",287,61
OK,40,19410,McCurtain Public Schools,"1,097",211,61
OK,40,19560,McLoud Public Schools,"11,258","1,828",336
OK,40,19620,Medford Public Schools,"2,018",329,53
OK,40,19680,Meeker Public Schools,"4,920",862,159
OK,40,19800,Merritt Public Schools,"3,311",668,63
OK,40,19860,Miami Public Schools,"15,023","2,599",745
OK,40,19890,Middleberg Public School,"1,602",312,52
OK,40,14670,Midway Public Schools,"1,585",270,88
OK,40,19950,Midwest City-Del City Schools,"85,271","15,178","3,133"
OK,40,19980,Milburn Public Schools,"1,311",228,52
OK,40,20040,Mill Creek Public Schools,923,191,42
OK,40,20080,Millwood Public Schools,"3,487",506,134
OK,40,20100,Minco Public Schools,"2,736",518,67
OK,40,20160,Moffett Public School,133,21,7
OK,40,20190,Monroe Public School,"1,124",199,42
OK,40,20250,Moore Public Schools,"137,729","25,245","2,520"
OK,40,20280,Mooreland Public Schools,"2,126",433,102
OK,40,20310,Morris Public Schools,"4,326",865,116
OK,40,20340,Morrison Public Schools,"2,653",567,111
OK,40,20430,Moseley Public School,"2,059",371,77
OK,40,20460,Moss Public Schools,980,148,29
OK,40,20550,Mounds Public Schools,"3,779",764,137
OK,40,29886,Mountain View-Gotebo Schools,"1,687",266,93
OK,40,20640,Moyers Public Schools,646,104,38
OK,40,20880,Muldrow Public Schools,"7,813","1,357",407
OK,40,20910,Mulhall-Orlando Public Schools,"1,406",244,29
OK,40,20970,Muskogee Public Schools,"38,403","6,565","2,582"
OK,40,21000,Mustang Public Schools,"55,836","11,028",779
OK,40,21120,Nashoba Public School,439,56,18
OK,40,21180,Navajo Public Schools,"1,767",320,53
OK,40,21360,New Lima Public Schools,"1,356",237,52
OK,40,21510,Newcastle Public Schools,"8,942","1,754",147
OK,40,21540,Newkirk Public Schools,"3,852",672,136
OK,40,21600,Ninnekah Public Schools,"3,002",573,107
OK,40,21630,Noble Public Schools,"17,251","3,400",447
OK,40,21720,Norman Public Schools,"117,240","16,166","2,173"
OK,40,21840,North Rock Creek Public School,"3,202",629,64
OK,40,21900,Norwood Public School,"1,623",302,57
OK,40,21930,Nowata Public Schools,"5,801",942,235
OK,40,22160,Oak Grove Public School,762,124,30
OK,40,22350,Oakdale Public School,"3,501",865,58
OK,40,22410,Oaks-Mission Public Schools,"1,680",342,80
OK,40,22560,Oilton Public Schools,"1,586",319,52
OK,40,22590,Okarche Public Schools,"2,235",384,33
OK,40,22620,Okay Public Schools,"2,895",510,45
OK,40,22650,Okeene Public Schools,"1,433",325,64
OK,40,06850,Okemah Public Schools,"6,255","1,012",326
OK,40,22770,Oklahoma City Public Schools,"313,683","55,621","17,138"
OK,40,00021,Oklahoma Union Public Schools,"2,888",532,99
OK,40,22800,Okmulgee Public Schools,"13,922","2,115",578
OK,40,22830,Oktaha Public Schools,"2,151",435,74
OK,40,22860,Olive Public Schools,"2,308",388,85
OK,40,00797,Olustee-Eldorado Public Schools,"1,283",282,89
OK,40,23040,Oologah-Talala Public Schools,"9,589","1,847",233
OK,40,23070,Optima Public School,482,130,24
OK,40,23220,Osage Hills Public School,623,76,7
OK,40,23190,Osage Public School,"1,468",247,30
OK,40,23280,Owasso Public Schools,"48,409","10,063",761
OK,40,23340,Paden Public Schools,"1,689",307,76
OK,40,23370,Panama Public Schools,"3,303",614,145
OK,40,23400,Panola Public Schools,"1,386",253,48
OK,40,23430,Paoli Public Schools,"1,327",272,60
OK,40,23550,Pauls Valley Public Schools,"7,205","1,253",284
OK,40,23580,Pawhuska Public Schools,"4,996",836,240
OK,40,23610,Pawnee Public Schools,"4,214",735,156
OK,40,10560,Peavine Public School,"1,295",232,82
OK,40,23700,Peckham Public School,331,64,10
OK,40,23730,Peggs Public School,"1,737",306,96
OK,40,23800,Perkins-Tryon Public Schools,"8,128","1,560",287
OK,40,23850,Perry Public Schools,"6,974","1,205",144
OK,40,23970,Piedmont Public Schools,"15,270","3,352",178
OK,40,24150,Pioneer Public School,"1,349",255,59
OK,40,24510,Pioneer-Pleasant Vale Schools,"2,287",490,65
OK,40,24180,Pittsburg Public Schools,669,129,19
OK,40,24240,Plainview Public Schools,"6,817","1,302",171
OK,40,24330,Pleasant Grove Public School,541,101,12
OK,40,24630,Pocola Public Schools,"3,895",694,248
OK,40,24690,Ponca City Public Schools,"28,112","5,015","1,141"
OK,40,24720,Pond Creek-Hunter Schools,"1,388",256,32
OK,40,30197,Porter Consolidated Schools,"3,578",647,56
OK,40,24840,Porum Public Schools,"2,311",421,150
OK,40,24870,Poteau Public Schools,"10,949","1,911",532
OK,40,24930,Prague Public Schools,"5,843","1,074",148
OK,40,25050,Preston Public Schools,"1,128",234,27
OK,40,25080,Pretty Water Public School,"1,835",319,53
OK,40,25170,Prue Public Schools,"2,684",425,89
OK,40,25200,Pryor Public Schools,"13,493","2,424",534
OK,40,25230,Purcell Public Schools,"8,284","1,563",391
OK,40,25290,Putnam City Public Schools,"131,270","21,954","4,804"
OK,40,25320,Quapaw Public Schools,"2,937",534,133
OK,40,25410,Quinton Public Schools,"2,186",393,121
OK,40,25500,Rattan Public Schools,"2,114",358,99
OK,40,25530,Ravia Public School,"1,155",203,32
OK,40,25590,Red Oak Public Schools,"1,301",217,43
OK,40,25800,Reydon Public Schools,635,116,24
OK,40,25860,Ringling Public Schools,"2,079",376,134
OK,40,25920,Ringwood Public Schools,"1,798",405,63
OK,40,25950,Ripley Public Schools,"2,699",553,155
OK,40,26010,Riverside Public School,"1,697",322,38
OK,40,26100,Robin Hill Public School,906,141,17
OK,40,33601,Rock Creek Public Schools,"3,743",687,166
OK,40,26250,Rocky Mountain Public School,581,107,30
OK,40,26280,Roff Public Schools,"1,740",343,63
OK,40,26310,Roland Public Schools,"4,815",898,245
OK,40,26550,Rush Springs Public Schools,"3,246",582,135
OK,40,26580,Ryal Public School,295,57,17
OK,40,26610,Ryan Public Schools,"1,086",197,51
OK,40,26730,Salina Public Schools,"5,017",893,171
OK,40,26790,Sallisaw Public Schools,"11,996","1,911",583
OK,40,26880,Sand Springs Public Schools,"26,656","5,071",752
OK,40,26910,Sapulpa Public Schools,"22,090","3,705",781
OK,40,26940,Sasakwa Public Schools,"1,101",227,69
OK,40,27000,Savanna Public Schools,"1,373",236,28
OK,40,27060,Sayre Public Schools,"5,441",698,207
OK,40,27090,Schulter Public Schools,893,168,48
OK,40,40001,Secondary Coverage Area in White Oak Public Schools (9-12),897,55,9
OK,40,27240,Seiling Public Schools,"1,853",402,62
OK,40,27300,Seminole Public Schools,"8,348","1,588",441
OK,40,27330,Sentinel Public Schools,"1,729",336,64
OK,40,27390,Sequoyah Public Schools,"6,664","1,201",137
OK,40,27420,Shady Grove Public School,"1,024",179,44
OK,40,27450,Shady Point Public School,"1,237",211,63
OK,40,21030,Sharon-Mutual Public Schools,"1,387",293,52
OK,40,27540,Shattuck Public Schools,"1,631",264,56
OK,40,27570,Shawnee Public Schools,"27,446","4,525","1,024"
OK,40,27630,Shidler Public Schools,"1,634",261,41
OK,40,27640,Silo Public Schools,"7,303","1,291",375
OK,40,27750,Skiatook Public Schools,"12,159","2,325",483
OK,40,27840,Smithville Public Schools,"1,818",299,73
OK,40,27930,Snyder Public Schools,"2,656",473,113
